"Click here to select your ParcelShop", "Seleziona negozio di pacchi"
"Click here to change your ParcelShop", "Seleziona negozio di pacchi"
"Ship to this Pickup point.", "Seleziona negozio di pacchi"
"Opening hours", "Orari di apertura"
"maandag", "Lunedi"
"dinsdag", "Martedì"
"woensdag", "Mercoledì"
"donderdag", "Giovedì"
"vrijdag", "Venerdì"
"zaterdag", "Sabato"
"zondag", "Domenica"
"Closed", "Chiuso"
